base_year,year,indicator,revision,industry,subindustry,institutional_sector,current_price,constant_price,unit,revision_rank,inflation_effect
2011-12,2015-16,GVA Growth Rate,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,,1.769791279,%,3,
2011-12,2015-16,GVA Growth Rate,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",,,,8.863765685,%,3,
2011-12,2015-16,Government Final Consumption Expenditure,Third Revised Estimates,,,,1436171.044,1132802.498,₹ Crore,3,303368.5460000001
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,245519.3097,193117.259,₹ Crore,3,52402.05070000002
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,19647.0674,17226.04673,₹ Crore,3,2421.0206700000017
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,3155.006684,2799.09872,₹ Crore,3,355.907964
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,30233.59172,24506.02436,₹ Crore,3,5727.567360000001
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",,,298554.9755,237648.4288,₹ Crore,3,60906.546700000006
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,Construction,,,226599.9825,215423.211,₹ Crore,3,11176.771500000003
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,414404.7294,370937.2708,₹ Crore,3,43467.45860000001
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,Financial Services,,,70142.47578,62219.24379,₹ Crore,3,7923.231989999993
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,Manufacturing,,,771790.2603,695025.3376,₹ Crore,3,76764.9227
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,Mining and Quarrying,,,63248.16322,49059.75728,₹ Crore,3,14188.405940000004
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,Other Services,,,260103.9911,230771.354,₹ Crore,3,29332.63710000002
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,Public Administration and Defence,,,384795.0083,346505.7223,₹ Crore,3,38289.285999999964
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",,,961282.7599,833852.4895,₹ Crore,3,127430.27039999992
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,58458.71796,52324.92439,₹ Crore,3,6133.793570000002
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,344682.1453,309559.4996,₹ Crore,3,35122.645699999994
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",,,403140.8632,361884.424,₹ Crore,3,41256.43920000002
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,1408.426826,1092.657102,₹ Crore,3,315.769724
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,160005.0246,142176.563,₹ Crore,3,17828.46160000001
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,68631.1793,60511.95778,₹ Crore,3,8119.221520000006
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,100018.0172,92794.69607,₹ Crore,3,7223.321129999997
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,25546.08841,22760.97672,₹ Crore,3,2785.1116900000015
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,6135.012722,5512.266905,₹ Crore,3,622.745817
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,3762.644316,3563.543636,₹ Crore,3,199.10068
2011-12,2015-16,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",,,365506.3934,328412.6612,₹ Crore,3,37093.73220000003
2011-12,2015-16,Gross Domestic Product,Third Revised Estimates,,,,13771873.88,11369493.14,₹ Crore,3,2402380.74
2011-12,2015-16,Gross Fixed Capital Formation,Third Revised Estimates,,,General Government,497571.593,447836.3004,₹ Crore,3,49735.292599999986
2011-12,2015-16,Gross Fixed Capital Formation,Third Revised Estimates,,,Household Sector,1295847.508,1141628.291,₹ Crore,3,154219.21699999995
2011-12,2015-16,Gross Fixed Capital Formation,Third Revised Estimates,,,Private Financial Corporations,40976.86561,35690.31868,₹ Crore,3,5286.546930000004
2011-12,2015-16,Gross Fixed Capital Formation,Third Revised Estimates,,,Private Non-Financial Corporations,1593526.947,1407290.905,₹ Crore,3,186236.0419999999
2011-12,2015-16,Gross Fixed Capital Formation,Third Revised Estimates,,,Public Financial Corporations,12362.2932,11216.28673,₹ Crore,3,1146.0064700000003
2011-12,2015-16,Gross Fixed Capital Formation,Third Revised Estimates,,,Public Non-Financial Corporations,516807.1638,448520.9557,₹ Crore,3,68286.20809999999
2011-12,2015-16,Gross Fixed Capital Formation,Provisional Estimates,,,,3972401.0,3540750.0,₹ Crore,6,431651.0
2011-12,2015-16,Gross National Disposable Income,Third Revised Estimates,,,,14025177.59,,₹ Crore,3,
2011-12,2015-16,Gross National Income,Third Revised Estimates,,,,13612094.81,11234571.05,₹ Crore,3,2377523.76
2011-12,2015-16,Gross Saving,Third Revised Estimates,,,General Government,-161478.3903,,₹ Crore,3,
2011-12,2015-16,Gross Saving,Third Revised Estimates,,,Households Including NPISH,2474912.986,,₹ Crore,3,
2011-12,2015-16,Gross Saving,Third Revised Estimates,,,Private Financial Corporations,115127.059,,₹ Crore,3,
2011-12,2015-16,Gross Saving,Third Revised Estimates,,,Private Non-Financial Corporations,1523169.161,,₹ Crore,3,
2011-12,2015-16,Gross Saving,Third Revised Estimates,,,Public Financial Corporations,176513.4838,,₹ Crore,3,
2011-12,2015-16,Gross Saving,Third Revised Estimates,,,Public Non-Financial Corporations,154015.1724,,₹ Crore,3,
2011-12,2015-16,Gross Saving,Third Revised Estimates,,,,4282259.472,,₹ Crore,3,
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,1327991.758,969343.8166,₹ Crore,3,358647.9413999999
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,132719.9625,90204.79046,₹ Crore,3,42515.17203999999
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,184411.4665,136960.0357,₹ Crore,3,47451.4308
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,582409.6697,419637.2895,₹ Crore,3,162772.38019999996
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",,,2227532.857,1616145.932,₹ Crore,3,611386.9249999998
2011-12,2015-16,Gross Value Added,Third Revised Estimates,Construction,,,991083.6994,865334.931,₹ Crore,3,125748.76840000006
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,334964.6119,224158.0,₹ Crore,3,110806.61190000002
2011-12,2015-16,Gross Value Added,Third Revised Estimates,Financial Services,,,726286.2757,672787.5966,₹ Crore,3,53498.67909999995
2011-12,2015-16,Gross Value Added,Provisional Estimates,"Financial, Real Estate & Professional Services",,,2534422.0,2248845.0,₹ Crore,6,285577.0
2011-12,2015-16,Gross Value Added,Third Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",,213832.3379,183149.8458,₹ Crore,3,30682.492100000003
2011-12,2015-16,Gross Value Added,Third Revised Estimates,Manufacturing,Machinery and Equipment,,485167.9983,429549.7124,₹ Crore,3,55618.28589999996
2011-12,2015-16,Gross Value Added,Third Revised Estimates,Manufacturing,Metal Products,,232867.6619,225306.1271,₹ Crore,3,7561.534799999994
2011-12,2015-16,Gross Value Added,Third Revised Estimates,Manufacturing,Other Manufactured Goods,,913963.6511,806908.0996,₹ Crore,3,107055.55150000006
2011-12,2015-16,Gross Value Added,Third Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",,300357.1499,258935.8023,₹ Crore,3,41421.34760000001
2011-12,2015-16,Gross Value Added,Third Revised Estimates,Manufacturing,,,2146188.799,1903849.587,₹ Crore,3,242339.21200000006
2011-12,2015-16,Gross Value Added,Third Revised Estimates,Mining and Quarrying,,,294011.1531,317973.8102,₹ Crore,3,-23962.65710000001
2011-12,2015-16,Gross Value Added,Third Revised Estimates,Other Services,,,928489.0425,711690.8016,₹ Crore,3,216798.24089999998
2011-12,2015-16,Gross Value Added,Third Revised Estimates,Public Administration and Defence,,,731577.8014,565105.9176,₹ Crore,3,166471.88379999995
2011-12,2015-16,Gross Value Added,Provisional Estimates,"Public Administration, Defence & Other Services",,,1720527.0,1316522.0,₹ Crore,6,404005.0
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",,,1899851.557,1621999.025,₹ Crore,3,277852.5320000001
2011-12,2015-16,Gross Value Added,Provisional Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,2281533.0,1998292.0,₹ Crore,6,283241.0
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,126645.6291,111304.6033,₹ Crore,3,15341.025800000003
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,1307323.208,1150121.239,₹ Crore,3,157201.96900000004
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",,,1433968.837,1261425.842,₹ Crore,3,172542.9950000001
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,20343.75749,6052.794841,₹ Crore,3,14290.962649000001
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,237282.0078,201243.1099,₹ Crore,3,36038.89789999998
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,100450.9204,85452.0,₹ Crore,3,14998.920400000003
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,399902.409,343154.7404,₹ Crore,3,56747.668599999975
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,88245.9038,81155.6262,₹ Crore,3,7090.277600000001
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,7020.916419,6245.445883,₹ Crore,3,775.4705359999998
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,7298.096668,8095.186307,₹ Crore,3,-797.0896389999998
2011-12,2015-16,Gross Value Added,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",,,860544.0116,731398.9035,₹ Crore,3,129145.10809999995
2011-12,2015-16,Gross Value Added,Third Revised Estimates,,,General Government,1205540.222,,₹ Crore,3,
2011-12,2015-16,Gross Value Added,Third Revised Estimates,,,Households Including NPISH,5495603.747,,₹ Crore,3,
2011-12,2015-16,Gross Value Added,Third Revised Estimates,,,Private Financial Corporations,367984.9881,,₹ Crore,3,
2011-12,2015-16,Gross Value Added,Third Revised Estimates,,,Private Non-Financial Corporations,4340544.505,,₹ Crore,3,
2011-12,2015-16,Gross Value Added,Third Revised Estimates,,,Public Financial Corporations,358301.2877,,₹ Crore,3,
2011-12,2015-16,Gross Value Added,Third Revised Estimates,,,Public Non-Financial Corporations,806523.8959,,₹ Crore,3,
2011-12,2015-16,Import of Goods and Services,Third Revised Estimates,,,,3044923.402,2511539.773,₹ Crore,3,533383.6289999997
2011-12,2015-16,Net Domestic Product,Third Revised Estimates,,,,12322176.8,10098602.74,₹ Crore,3,2223574.0600000005
2011-12,2015-16,Net Taxes on Products,Third Revised Estimates,,,,1197375.233,877622.7894,₹ Crore,3,319752.4436
2011-12,2015-16,Other Current Transfers Net From Row,Third Revised Estimates,,,,413082.7769,,₹ Crore,3,
2011-12,2015-16,Primary Income Receivable Net From Row,Third Revised Estimates,,,,-159779.0696,-134922.0872,₹ Crore,3,-24856.98239999998
2011-12,2015-16,Private Final Consumption Expenditure,Third Revised Estimates,,,,8126408.329,6381418.716,₹ Crore,3,1744989.613
2011-12,2015-16,Subsidies on Products,Third Revised Estimates,,,,321120.32,267935.339,₹ Crore,3,53184.98100000003
2011-12,2015-16,Taxes on Products,Third Revised Estimates,,,,1518495.553,1145558.128,₹ Crore,3,372937.42500000005
2011-12,2015-16,Valuables,Third Revised Estimates,,,,203505.9655,185986.4058,₹ Crore,3,17519.559699999983
2011-12,2016-17,Change in Stock,Third Revised Estimates,,,,138083.0,122639.0,₹ Crore,3,15444.0
2011-12,2016-17,Consumption of Fixed Capital,Third Revised Estimates,,,General Government,136919.0,,₹ Crore,3,
2011-12,2016-17,Consumption of Fixed Capital,Third Revised Estimates,,,Households Including NPISH,543984.0,,₹ Crore,3,
2011-12,2016-17,Consumption of Fixed Capital,Third Revised Estimates,,,Private Financial Corporations,11450.0,,₹ Crore,3,
2011-12,2016-17,Consumption of Fixed Capital,Third Revised Estimates,,,Private Non-Financial Corporations,696620.0,,₹ Crore,3,
2011-12,2016-17,Consumption of Fixed Capital,Third Revised Estimates,,,Public Financial Corporations,5044.0,,₹ Crore,3,
2011-12,2016-17,Consumption of Fixed Capital,Third Revised Estimates,,,Public Non-Financial Corporations,197315.0,,₹ Crore,3,
2011-12,2016-17,Consumption of Fixed Capital,Third Revised Estimates,,,,1591332.0,1381526.0,₹ Crore,3,209806.0
2011-12,2016-17,Export of Goods and Services,Third Revised Estimates,,,,2948772.0,2488423.0,₹ Crore,3,460349.0
2011-12,2016-17,GDP Growth Rate,Third Revised Estimates,,,,11.8,8.3,%,3,3.5
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,,5.3,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,10.4,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,5.5,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,10.0,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,6.8,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,Construction,,,,5.9,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,10.0,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,Financial Services,,,,3.4,%,3,
2011-12,2016-17,GVA Growth Rate,Provisional Estimates,"Financial, Real Estate & Professional Services",,,9.8,5.7,%,6,4.1000000000000005
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",,,10.8,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,Manufacturing,Machinery and Equipment,,,10.4,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,Manufacturing,Metal Products,,,26.6,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,Manufacturing,Other Manufactured Goods,,,3.0,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",,,0.8,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,Manufacturing,,,,7.9,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,Mining and Quarrying,,,,9.8,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,Other Services,,,,9.8,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,Public Administration and Defence,,,,8.7,%,3,
2011-12,2016-17,GVA Growth Rate,Provisional Estimates,"Public Administration, Defence & Other Services",,,16.6,11.3,%,6,5.300000000000001
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",,,,10.8,%,3,
2011-12,2016-17,GVA Growth Rate,Provisional Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,9.8,7.8,%,6,2.000000000000001
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,8.8,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,10.3,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",,,,10.1,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,,18.5,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,1.3,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,-3.9,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,,5.6,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,,7.0,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,-2.3,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,,5.9,%,3,
2011-12,2016-17,GVA Growth Rate,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",,,,3.5,%,3,
2011-12,2016-17,Government Final Consumption Expenditure,Third Revised Estimates,,,,1586658.0,1201598.0,₹ Crore,3,385060.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,288033.0,218116.0,₹ Crore,3,69917.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,21183.0,18964.0,₹ Crore,3,2219.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,4478.0,3846.0,₹ Crore,3,632.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,34730.0,26228.0,₹ Crore,3,8502.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",,,348424.0,267153.0,₹ Crore,3,81271.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,Construction,,,248982.0,239146.0,₹ Crore,3,9836.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,371530.0,333120.0,₹ Crore,3,38410.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,Financial Services,,,28346.0,24627.0,₹ Crore,3,3719.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,Manufacturing,,,787514.0,703381.0,₹ Crore,3,84133.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,Mining and Quarrying,,,69804.0,57431.0,₹ Crore,3,12373.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,Other Services,,,295681.0,260021.0,₹ Crore,3,35660.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,Public Administration and Defence,,,438089.0,388220.0,₹ Crore,3,49869.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",,,1036989.0,885103.0,₹ Crore,3,151886.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,48479.0,42688.0,₹ Crore,3,5791.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,400908.0,355533.0,₹ Crore,3,45375.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",,,449387.0,398221.0,₹ Crore,3,51166.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,2952.0,2526.0,₹ Crore,3,426.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,139529.0,119539.0,₹ Crore,3,19990.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,74049.0,64226.0,₹ Crore,3,9823.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,144273.0,131789.0,₹ Crore,3,12484.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,33400.0,28735.0,₹ Crore,3,4665.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,4196.0,3692.0,₹ Crore,3,504.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,3610.0,3278.0,₹ Crore,3,332.0
2011-12,2016-17,Gross Capital Formation by Industry of Use,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",,,402008.0,353785.0,₹ Crore,3,48223.0
2011-12,2016-17,Gross Domestic Product,Third Revised Estimates,,,,15391669.0,12308193.0,₹ Crore,3,3083476.0
2011-12,2016-17,Gross Fixed Capital Formation,Third Revised Estimates,,,General Government,570133.0,504812.0,₹ Crore,3,65321.0
2011-12,2016-17,Gross Fixed Capital Formation,Third Revised Estimates,,,Household Sector,1581589.0,1383259.0,₹ Crore,3,198330.0
2011-12,2016-17,Gross Fixed Capital Formation,Third Revised Estimates,,,Private Financial Corporations,34459.0,30023.0,₹ Crore,3,4436.0
2011-12,2016-17,Gross Fixed Capital Formation,Third Revised Estimates,,,Private Non-Financial Corporations,1657589.0,1441812.0,₹ Crore,3,215777.0
2011-12,2016-17,Gross Fixed Capital Formation,Third Revised Estimates,,,Public Financial Corporations,11652.0,10518.0,₹ Crore,3,1134.0
2011-12,2016-17,Gross Fixed Capital Formation,Third Revised Estimates,,,Public Non-Financial Corporations,483249.0,417144.0,₹ Crore,3,66105.0
2011-12,2016-17,Gross Fixed Capital Formation,Provisional Estimates,,,,4117674.0,3602041.0,₹ Crore,6,515633.0
2011-12,2016-17,Gross National Disposable Income,Third Revised Estimates,,,,15594707.0,,₹ Crore,3,
2011-12,2016-17,Gross National Income,Third Revised Estimates,,,,15215269.0,12163619.0,₹ Crore,3,3051650.0
2011-12,2016-17,Gross Saving,Third Revised Estimates,,,General Government,-121449.0,,₹ Crore,3,
2011-12,2016-17,Gross Saving,Third Revised Estimates,,,Households Including NPISH,2787134.0,,₹ Crore,3,
2011-12,2016-17,Gross Saving,Third Revised Estimates,,,Private Financial Corporations,133151.0,,₹ Crore,3,
2011-12,2016-17,Gross Saving,Third Revised Estimates,,,Private Non-Financial Corporations,1638833.0,,₹ Crore,3,
2011-12,2016-17,Gross Saving,Third Revised Estimates,,,Public Financial Corporations,215258.0,,₹ Crore,3,
2011-12,2016-17,Gross Saving,Third Revised Estimates,,,Public Non-Financial Corporations,172186.0,,₹ Crore,3,
2011-12,2016-17,Gross Saving,Third Revised Estimates,,,,4825113.0,,₹ Crore,3,
2011-12,2016-17,Gross Value Added,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,1486044.0,1020258.0,₹ Crore,3,465786.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,154643.0,99627.0,₹ Crore,3,55016.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,205364.0,144547.0,₹ Crore,3,60817.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,672611.0,461572.0,₹ Crore,3,211039.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",,,2518662.0,1726004.0,₹ Crore,3,792658.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,Construction,,,1080870.0,916445.0,₹ Crore,3,164425.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,355709.0,246496.0,₹ Crore,3,109213.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,Financial Services,,,750201.0,695983.0,₹ Crore,3,54218.0
2011-12,2016-17,Gross Value Added,Provisional Estimates,"Financial, Real Estate & Professional Services",,,2889048.0,2429638.0,₹ Crore,6,459410.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",,259668.0,202964.0,₹ Crore,3,56704.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,Manufacturing,Machinery and Equipment,,541055.0,474418.0,₹ Crore,3,66637.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,Manufacturing,Metal Products,,273963.0,285206.0,₹ Crore,3,-11243.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,Manufacturing,Other Manufactured Goods,,955881.0,831097.0,₹ Crore,3,124784.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",,303155.0,261079.0,₹ Crore,3,42076.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,Manufacturing,,,2333721.0,2054764.0,₹ Crore,3,278957.0
2011-12,2016-17,Gross Value Added,Third Revised Estimates,Mining and Quarrying,,,326808.0,349248.0,₹ Crore,3,-22440.0
